Year,Semester,World region,Country,Administrative Division,Disease,Serotype/Subtype/Genotype,Animal Category,Species,Event_id,Outbreak_id,New outbreaks,Susceptible,Measuring units,Cases,Killed,Slaughtered,Deaths
2012,Jan-Jun 2012,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,6121606,Animal,2264068,5209064,0,912542
2012,Jan-Jun 2012,Europe,Italy,Basilicata,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,72,Animal,3,72,0,0
2012,Jan-Jun 2012,Europe,Italy,Calabria,Low pathogenic avian influenza (poultry) (2006-2021),H5;H5N2;H7N2,Domestic,Birds,-,-,-,1630,Animal,9,1480,0,0
2012,Jan-Jun 2012,Europe,Italy,Emilia-Romagna,Low pathogenic avian influenza (poultry) (2006-2021),H5;H7,Domestic,Birds,-,-,-,1753,Animal,14,1753,0,0
2012,Jul-Dec 2012,Africa,South Africa,Eastern Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,,-,-,1,-,-,0,0,0,0
2012,Jul-Dec 2012,Africa,South Africa,Eastern Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,1404,Animal,133,0,1120,0
2012,Jul-Dec 2012,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N1,Domestic,Birds,-,-,-,8573,Animal,2665,0,2915,0
2012,Jul-Dec 2012,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,,-,-,4,-,-,0,0,0,0
2012,Jul-Dec 2012,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,3040,Animal,1719,0,2750,0
2012,Jul-Dec 2012,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,5279193,Animal,608805,5014566,0,264627
2012,Jul-Dec 2012,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Wild,Barn Swallow,-,-,-,2,Animal,1,1,0,1
2012,Jul-Dec 2012,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Wild,Common Grackle,-,-,-,-,Animal,10,2,0,8
2012,Jul-Dec 2012,Europe,Italy,Emilia-Romagna,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,83,Animal,9,83,0,0
2012,Jul-Dec 2012,Europe,Netherlands,Utrecht,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,31870,Animal,0,31870,0,0
2012,Jul-Dec 2012,Oceania,Australia,New South Wales,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7 (N untyped),Domestic,Birds,-,-,-,50000,Animal,5000,45000,0,5000
2013,Jan-Jun 2013,Africa,South Africa,Eastern Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jan-Jun 2013,Africa,South Africa,Free State,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,410,Animal,2,0,0,0
2013,Jan-Jun 2013,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N1;H7N7,Domestic,Birds,-,-,-,18611,Animal,6410,0,0,0
2013,Jan-Jun 2013,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N1,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jan-Jun 2013,Americas,Mexico,Aguascalientes,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,758785,Animal,2990,474030,284015,740
2013,Jan-Jun 2013,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,2745270,Animal,150064,2558713,0,92362
2013,Jan-Jun 2013,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,3545751,Animal,467532,3087231,0,417220
2013,Jan-Jun 2013,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,446097,Animal,75003,406094,0,40000
2013,Jan-Jun 2013,Americas,Mexico,Tlaxcala,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,34,Animal,5,32,0,2
2013,Jan-Jun 2013,Americas,United States of America,Arkansas,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,9800,Animal,0,9800,0,0
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Anhui,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,1,0,0,0
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Fujian,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,1,0,0,0
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Guangdong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,2,89864,0,0
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Henan,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,2,0,0,0
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Jiangsu,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,341,Animal,13,340,0,1
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Jiangxi,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,1,0,0,0
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Shandong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,3,0,0,0
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Shanghai,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,20536,Animal,20,20536,0,0
2013,Jan-Jun 2013,Asia,China (People's Rep. of),Zhejiang,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,10,2,0,0
2013,Jan-Jun 2013,Asia,Vietnam,Can Tho,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,-,Animal,2,0,0,0
2013,Jan-Jun 2013,Europe,Denmark,West,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,22215,Animal,0,5118,0,0
2013,Jan-Jun 2013,Europe,Germany,Niedersachsen,Low pathogenic avian influenza (poultry) (2006-2021),H5N1;H7N7,Domestic,Birds,-,-,-,26406,Animal,410,26406,0,0
2013,Jan-Jun 2013,Europe,Netherlands,Flevoland,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,23500,Animal,60,23440,0,0
2013,Jan-Jun 2013,Europe,Netherlands,Gelderland,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,80152,Animal,200,80152,0,0
2013,Jan-Jun 2013,Europe,Netherlands,Utrecht,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,10750,Animal,5000,10750,0,0
2013,Jan-Jun 2013,Europe,Spain,Cataluna,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,13000,Animal,260,12740,0,260
2013,Jan-Jun 2013,Oceania,Australia,New South Wales,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7 (N untyped),Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Africa,South Africa,Eastern Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,2906,Animal,64,0,0,0
2013,Jul-Dec 2013,Africa,South Africa,Free State,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Africa,South Africa,Gauteng,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,2000,Animal,4,0,0,0
2013,Jul-Dec 2013,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N7,Domestic,Birds,-,-,-,17679,Animal,4219,0,0,0
2013,Jul-Dec 2013,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,5,Animal,0,5,0,0
2013,Jul-Dec 2013,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,369343,Animal,0,369343,0,0
2013,Jul-Dec 2013,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Americas,United States of America,Arkansas,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Anhui,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Fujian,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Guangdong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,4,1200,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Henan,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Jiangsu,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Jiangxi,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Shandong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Shanghai,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Asia,China (People's Rep. of),Zhejiang,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,4620,Animal,36,4620,0,0
2013,Jul-Dec 2013,Europe,Italy,Emilia-Romagna,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7 (N untyped);H7N7,Domestic,Birds,-,-,-,982455,Animal,256851,972791,0,9664
2013,Jul-Dec 2013,Europe,Italy,Emilia-Romagna,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,Birds,-,-,-,196406,Animal,24,196382,0,24
2013,Jul-Dec 2013,Europe,Netherlands,Flevoland,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Europe,Netherlands,Friesland,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,9043,Animal,1,9043,0,0
2013,Jul-Dec 2013,Europe,Netherlands,Utrecht,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2013,Jul-Dec 2013,Europe,Portugal,Dsvr Do Alentejo,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,63,Animal,3,63,0,0
2013,Jul-Dec 2013,Oceania,Australia,New South Wales,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N2,Domestic,Birds,-,-,-,490000,Animal,18620,471380,0,18620
2014,Jan-Jun 2014,Africa,South Africa,Eastern Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jan-Jun 2014,Africa,South Africa,Free State,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jan-Jun 2014,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N7,Domestic,Birds,-,-,-,8625,Animal,4154,0,0,215
2014,Jan-Jun 2014,Americas,Mexico,Nuevo Leon,Low pathogenic avian influenza (poultry) (2006-2021),H7N3,Domestic,Birds,-,-,-,1987,Animal,0,1987,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Anhui,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Fujian,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,16,0,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Guangdong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,332932,Animal,60,332932,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Guangxi,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,428745,Animal,12,428745,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Henan,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,8,120,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Hunan,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,45258,Animal,24,45258,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Jiangsu,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Jiangxi,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Ningxia,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,3,0,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Shandong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Shanghai,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jan-Jun 2014,Asia,China (People's Rep. of),Zhejiang,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,240,Animal,4,240,0,0
2014,Jan-Jun 2014,Asia,Hong Kong,Hong Kong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,22604,Animal,2600,22604,0,0
2014,Jan-Jun 2014,Europe,Italy,Emilia-Romagna,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,3508,Animal,1,3491,0,0
2014,Jan-Jun 2014,Europe,Italy,Lombardia,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,131,Animal,131,131,0,0
2014,Jan-Jun 2014,Oceania,Australia,New South Wales,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N2,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Africa,South Africa,Eastern Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N1;H7N7,Domestic,Birds,-,-,-,3774,Animal,1176,0,0,0
2014,Jul-Dec 2014,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N1,Domestic,Birds,-,-,-,12546,Animal,2583,0,0,0
2014,Jul-Dec 2014,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N7,Domestic,Birds,-,-,-,1776,Animal,874,0,0,0
2014,Jul-Dec 2014,Americas,Mexico,Guanajuato,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,424443,Animal,3635,421847,0,2596
2014,Jul-Dec 2014,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,2905500,Animal,11502,2896245,0,9255
2014,Jul-Dec 2014,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,24014,Animal,0,24014,0,0
2014,Jul-Dec 2014,Americas,United States of America,New Jersey,Low pathogenic avian influenza (poultry) (2006-2021),H7N3,Domestic,Birds,-,-,-,51200,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Anhui,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Fujian,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Guangdong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Guangxi,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Henan,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Hunan,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Jiangsu,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Jiangxi,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Ningxia,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Shandong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Shanghai,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,China (People's Rep. of),Zhejiang,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2014,Jul-Dec 2014,Asia,Hong Kong,Hong Kong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,18962,Animal,1,18962,0,0
2014,Jul-Dec 2014,Europe,Italy,Emilia-Romagna,Low pathogenic avian influenza (poultry) (2006-2021),H7N1,Domestic,Birds,-,-,-,2399,Animal,32,2399,0,0
2015,Jan-Jun 2015,Americas,Mexico,Chiapas,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Wild,Clay-colored thrush,-,-,-,-,Animal,2,0,0,2
2015,Jan-Jun 2015,Americas,Mexico,Chiapas,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Wild,Plain chachalaca,-,-,-,-,Animal,6,0,0,6
2015,Jan-Jun 2015,Americas,Mexico,Oaxaca,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,200,Animal,90,110,0,90
2015,Jan-Jun 2015,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,324,Animal,49,320,0,4
2015,Jan-Jun 2015,Americas,United States of America,California,Low pathogenic avian influenza (poultry) (2006-2021),H7N3,Domestic,Birds,-,-,-,61000,Animal,0,61000,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Anhui,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Fujian,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Guangdong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Guangxi,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Henan,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Hunan,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Jiangsu,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Jiangxi,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Ningxia,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Shandong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Shanghai,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Asia,China (People's Rep. of),Zhejiang,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jan-Jun 2015,Europe,Germany,Niedersachsen,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,59600,Animal,2322,59500,0,100
2015,Jan-Jun 2015,Europe,Italy,Veneto,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N2,Domestic,Birds,-,-,-,244,Animal,5,0,0,0
2015,Jan-Jun 2015,Europe,Netherlands,Friesland,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,22273,Animal,0,22273,0,0
2015,Jan-Jun 2015,Europe,Netherlands,Gelderland,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,26573,Animal,0,26573,0,0
2015,Jan-Jun 2015,Europe,United Kingdom,England,Low pathogenic avian influenza (poultry) (2006-2021),H7,Domestic,Birds,-,-,-,10572,Animal,52,10520,0,52
2015,Jul-Dec 2015,Africa,South Africa,Eastern Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N3,Domestic,Birds,-,-,-,2200,Animal,15,0,0,0
2015,Jul-Dec 2015,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N3,Domestic,Birds,-,-,-,10372,Animal,3789,0,0,175
2015,Jul-Dec 2015,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,3100,Animal,3095,5,0,3095
2015,Jul-Dec 2015,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,145,Animal,20,130,0,15
2015,Jul-Dec 2015,Americas,United States of America,California,Low pathogenic avian influenza (poultry) (2006-2021),H7N3,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jul-Dec 2015,Europe,Germany,Niedersachsen,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,Birds,-,-,-,10104,Animal,50,10054,0,50
2015,Jul-Dec 2015,Europe,Germany,Niedersachsen,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jul-Dec 2015,Europe,Netherlands,Friesland,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jul-Dec 2015,Europe,Netherlands,Gelderland,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,-,Animal,0,0,0,0
2015,Jul-Dec 2015,Europe,United Kingdom,England,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,Birds,-,-,-,179865,Animal,34604,145261,0,34604
2016,Jan-Jun 2016,Africa,South Africa,Western Cape Province,Low pathogenic avian influenza (poultry) (2006-2021),H5N2;H7N3,Domestic,Birds,-,-,-,3228,Animal,1326,0,0,0
2016,Jan-Jun 2016,Americas,Mexico,Jalisco,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,3868989,Animal,54955,3824150,0,44839
2016,Jan-Jun 2016,Americas,Mexico,Oaxaca,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,1300,Animal,1203,97,0,1203
2016,Jan-Jun 2016,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,491918,Animal,2906,279447,0,2571
2016,Jan-Jun 2016,Americas,Mexico,Puebla,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Wild,Indian Peafowl,-,-,-,25,Animal,25,0,0,25
2016,Jan-Jun 2016,Americas,Mexico,Veracruz,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N3,Domestic,Birds,-,-,-,72108,Animal,21507,64901,0,7207
2016,Jan-Jun 2016,Americas,United States of America,Indiana,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N8,Domestic,Birds,-,-,-,43500,Animal,0,42600,0,900
2016,Jan-Jun 2016,Americas,United States of America,Indiana,Low pathogenic avian influenza (poultry) (2006-2021),H7N8,Domestic,Birds,-,-,-,155405,Animal,0,155045,0,0
2016,Jan-Jun 2016,Asia,Hong Kong,Hong Kong,Low pathogenic avian influenza (poultry) (2006-2021),H7N9,Domestic,Birds,-,-,-,-,Animal,1,0,0,0
2016,Jan-Jun 2016,Europe,Italy,Emilia-Romagna,High pathogenicity avian influenza viruses (poultry) (Inf. with),H7N7,Domestic,Birds,-,-,-,66972,Animal,2870,66302,0,670
2016,Jan-Jun 2016,Europe,Italy,Emilia-Romagna,Low pathogenic avian influenza (poultry) (2006-2021),H7N7,Domestic,Birds,-,-,-,724,Animal,13,723,0,1
