# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Sat May 24 15:50:14 CST 2025 [seed=1748073007096]
# -window -working -options
state	country.coefficients1	country.coefficients2	country.coefficients3	country.coefficients4	country.coefficients5	country.coefficients6	country.coefficients7	country.coefficients8	country.coefficients9	country.coefficients10	country.coefficients11	country.coefficients12	country.coefficients13	country.coefficients14	country.coefficients15	country.coefIndicators1	country.coefIndicators2	country.coefIndicators3	country.coefIndicators4	country.coefIndicators5	country.coefIndicators6	country.coefIndicators7	country.coefIndicators8	country.coefIndicators9	country.coefIndicators10	country.coefIndicators11	country.coefIndicators12	country.coefIndicators13	country.coefIndicators14	country.coefIndicators15	country.coefficientsTimesIndicators1	country.coefficientsTimesIndicators2	country.coefficientsTimesIndicators3	country.coefficientsTimesIndicators4	country.coefficientsTimesIndicators5	country.coefficientsTimesIndicators6	country.coefficientsTimesIndicators7	country.coefficientsTimesIndicators8	country.coefficientsTimesIndicators9	country.coefficientsTimesIndicators10	country.coefficientsTimesIndicators11	country.coefficientsTimesIndicators12	country.coefficientsTimesIndicators13	country.coefficientsTimesIndicators14	country.coefficientsTimesIndicators15
400000	-1.9125976672641705	-3.2243870472776908	3.080670040232043	0.7194560197951159	-0.8410497641559641	3.816073462181074	-0.4713821897583596	0.49359748648167584	-0.409411823677145	-0.8853913539910077	0.9918154156795278	0.720944086032942	0.3257169127685532	2.5926947567994976	0.6390279135219762	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-1.9125976672641705	-0.0	3.080670040232043	0.0	-0.8410497641559641	3.816073462181074	-0.4713821897583596	0.0	-0.0	-0.0	0.0	0.0	0.0	2.5926947567994976	0.6390279135219762
420000	-2.058711414384753	-3.071942339623777	3.508128785883744	-0.6220918994970004	-0.8371004553370356	4.153549594513963	-0.4365744115968474	-0.1393753130694516	-2.5493273666263914	-2.128435767076705	2.033184658242285	-0.8978323838750465	0.6870600903769264	2.3390044584065817	0.5529645322301755	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-2.058711414384753	-0.0	3.508128785883744	-0.0	-0.8371004553370356	4.153549594513963	-0.4365744115968474	-0.0	-0.0	-0.0	0.0	-0.0	0.0	2.3390044584065817	0.5529645322301755
440000	-2.0218407170303636	2.917653562582182	3.3262039135192585	0.9969593479814033	-0.7610106334144583	3.9651212015199726	-0.3727063414790829	0.20820463736038652	-0.18720470369446957	-2.721638271801192	1.5826337867284506	-1.5203939558163027	5.065056801970049	2.7309403749375045	0.45051032488708365	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-2.0218407170303636	0.0	3.3262039135192585	0.0	-0.7610106334144583	3.9651212015199726	-0.3727063414790829	0.0	-0.0	-0.0	0.0	-0.0	0.0	2.7309403749375045	0.45051032488708365
460000	-2.41322368445146	0.9315156041703235	3.9383845457335647	-1.4255306889297974	-0.784446196250703	4.685976002238343	-0.37315150551159776	-0.7421329800042348	-0.6128555988018598	1.8008968958698794	-1.1812280336371512	1.5400284020548913	2.2850893961927796	3.1475723499206816	0.5331353350668179	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-2.41322368445146	0.0	3.9383845457335647	-0.0	-0.784446196250703	4.685976002238343	-0.37315150551159776	-0.0	-0.0	0.0	-0.0	0.0	0.0	3.1475723499206816	0.5331353350668179
480000	-1.075233749092035	1.1962252652888226	1.7752440047498816	-1.4127270097516818	-0.8553352734484095	2.5003827783166863	-0.44233923697963196	-4.699845328197547	-2.8136788969141153	-0.02617147447365098	-2.297871797271533	0.8453102054318784	2.049401427662115	3.197185852150978	0.4652506340387306	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	-1.075233749092035	0.0	1.7752440047498816	-0.0	-0.8553352734484095	2.5003827783166863	-0.44233923697963196	-0.0	-0.0	-0.0	-0.0	0.8453102054318784	0.0	3.197185852150978	0.4652506340387306
500000	-2.2180864947742656	-1.8608251229495754	3.9970448418652342	1.4224185814556876	-0.7505070338840077	4.505046646322602	-0.3564317169113392	-3.2810031504518413	-1.7041985402657627	1.5649491206813773	-1.6077684031763781	-1.8627076172814954	2.2618173857708705	1.6801079033609023	0.5331841435605265	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-2.2180864947742656	-0.0	3.9970448418652342	0.0	-0.7505070338840077	4.505046646322602	-0.3564317169113392	-0.0	-0.0	0.0	-0.0	-0.0	0.0	1.6801079033609023	0.5331841435605265
520000	-2.144045622414249	0.4488070781712966	3.8489174888603888	2.1046297959228193	-0.8071646388284592	4.553277620155171	-0.3579669388179027	4.9120647832047455	-0.8646874278601235	0.6503163233463616	3.7984209558821105	-1.0301785492059392	2.707465953518403	3.2995192882643636	0.4722755626052204	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-2.144045622414249	0.0	3.8489174888603888	0.0	-0.8071646388284592	4.553277620155171	-0.3579669388179027	0.0	-0.0	0.0	0.0	-0.0	0.0	3.2995192882643636	0.4722755626052204
540000	-1.660415138073776	-1.3315439782357392	2.794514660656273	0.30480919722457905	-0.8034387667830858	3.1843687570434844	-0.4558440584446076	0.8215056787739339	-3.3541514394174095	-0.2674986287370456	-0.8134902769785757	-3.4362518072355432	1.4495572469310951	2.526621239255689	0.600968687972408	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	-1.660415138073776	-0.0	2.794514660656273	0.0	-0.8034387667830858	3.1843687570434844	-0.4558440584446076	0.0	-0.0	-0.2674986287370456	-0.0	-0.0	0.0	2.526621239255689	0.600968687972408
560000	-1.6024234289868518	0.013727814930415298	2.713828976769149	-0.536711110221484	-0.7313553159139329	3.602637373522936	-0.3327318846057711	-0.343469307011633	-3.4784298365205255	1.8380530124318575	-1.3420611787992547	-2.3701366500731655	-1.4338455950004265	4.551667428065407	0.4226569959674654	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-1.6024234289868518	0.0	2.713828976769149	-0.0	-0.7313553159139329	3.602637373522936	-0.3327318846057711	-0.0	-0.0	0.0	-0.0	-0.0	-0.0	4.551667428065407	0.4226569959674654
580000	-1.4719077340415878	0.5796612040474045	2.5464573690333423	-0.8545366173385567	-0.7144530651358985	3.100032089623737	-0.2730459743656801	0.45845492801774573	-1.393347037524741	0.8405045771502782	1.6561148775400216	-2.895342187792276	-1.1034879985034634	0.9223250506185802	0.4746072921037483	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-1.4719077340415878	0.0	2.5464573690333423	-0.0	-0.7144530651358985	3.100032089623737	-0.2730459743656801	0.0	-0.0	0.0	0.0	-0.0	-0.0	0.9223250506185802	0.4746072921037483
600000	-1.6598248192896978	1.4559063613618675	2.7650973656863727	-0.03162893737645517	-0.8426024581725399	3.3872396342592603	-0.49682095255111586	4.906182769183794	-0.7548939512975767	-0.6285769482499806	2.7441664043617875	-1.2487924711656744	-2.3202204860253124	2.1033561153239293	0.5183556913119544	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-1.6598248192896978	0.0	2.7650973656863727	-0.0	-0.8426024581725399	3.3872396342592603	-0.49682095255111586	0.0	-0.0	-0.0	0.0	-0.0	-0.0	2.1033561153239293	0.5183556913119544
620000	-1.7672988619544139	1.6114953612919136	2.7092540504339455	-3.4037872011378525	-0.735944370164969	3.0199702028098026	-0.3918671361510705	2.9999573450071404	1.2991225047419146	-0.8598075510203926	2.538902113066157	-0.9139493830944256	0.3644967628605795	1.9989326489350978	0.4080534496953733	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	-1.7672988619544139	0.0	2.7092540504339455	-0.0	-0.735944370164969	3.0199702028098026	-0.3918671361510705	0.0	0.0	-0.0	0.0	-0.0	0.0	1.9989326489350978	0.4080534496953733
640000	-1.1612910187833234	-0.585482371662453	2.2123092105935123	-1.0899845662818934	-0.8354458305669478	2.8616738133814033	-0.3160288779566198	3.1635188633100317	1.7720398497794352	0.35479830864384854	-0.2667224848301759	1.7983569997690263	-0.7820547265393564	0.8775515781098535	0.41895102545401103	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	-1.1612910187833234	-0.0	2.2123092105935123	-0.0	-0.8354458305669478	2.8616738133814033	-0.3160288779566198	0.0	0.0	0.0	-0.0	1.7983569997690263	-0.0	0.8775515781098535	0.41895102545401103
660000	-1.5916808832367142	0.17180405891364692	0.5747745672121223	-0.13656229702579153	-1.0587812234549003	0.840393355614583	-0.49296690212140987	2.8774282937218834	0.9731253298499056	-2.6378732332532153	-0.17684891261750277	1.5791694303797503	-1.1391770543810205	1.8891716288235603	0.5645603028137003	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	-0.0	0.0	0.5747745672121223	-0.0	-1.0587812234549003	0.840393355614583	-0.49296690212140987	0.0	0.0	-0.0	-0.0	1.5791694303797503	-0.0	1.8891716288235603	0.5645603028137003
680000	1.8776709839811623	-2.681868218244208	0.410355445348236	-1.040129645998785	-1.0011862837533256	0.6048878382436929	-0.2553596847603282	3.924799749254931	2.174076170190101	-4.334492014358237	-3.271830235453031	2.098724233579887	0.18081385898109387	2.441513394415271	0.5046115578539483	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	-0.0	0.410355445348236	-0.0	-1.0011862837533256	0.6048878382436929	-0.2553596847603282	0.0	0.0	-0.0	-0.0	2.098724233579887	0.0	2.441513394415271	0.5046115578539483
700000	3.3425695352145106	-2.919008158962175	0.5677953759723497	1.839748541330529	-0.8176888833565961	0.8770750006543601	1.234131714066526	1.5180749041934514	1.3735674837982084	-1.4903129513904674	-3.0840534569111413	1.5372790757225836	3.109278838197738	1.5580042343107205	0.4140804943227361	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	-0.0	0.5677953759723497	0.0	-0.8176888833565961	0.8770750006543601	0.0	0.0	0.0	-0.0	-0.0	1.5372790757225836	0.0	1.5580042343107205	0.4140804943227361
720000	1.7754935179511437	-1.9551415975858584	0.4017156907627417	-2.943579598123222	-1.0146717396244098	0.7551946647392292	-0.2815178139273546	3.025707985910644	1.2244836641001802	1.2987250634946952	-0.06602955350763143	1.946639420473595	3.431230967872184	2.174143717228594	0.4610462740096587	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	-0.0	0.4017156907627417	-0.0	-1.0146717396244098	0.7551946647392292	-0.2815178139273546	0.0	0.0	0.0	-0.06602955350763143	1.946639420473595	0.0	2.174143717228594	0.4610462740096587
740000	2.4067025177727435	0.01082084671933653	0.4822872489594981	-1.5056966709564004	-0.9937614527525774	0.9568710747151208	-0.33263678208016495	-1.8010600399117471	1.769121607737719	1.1351458058795507	-1.0217425562394165	1.6876405855841918	1.2967371521066098	1.558483148605138	0.44137769534453664	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.4822872489594981	-0.0	-0.9937614527525774	0.9568710747151208	-0.33263678208016495	-0.0	0.0	0.0	-0.0	1.6876405855841918	0.0	1.558483148605138	0.44137769534453664
760000	1.6533486964770179	-4.703355698296881	2.0488112179143148	-1.1361319320126073	-0.9368247050626269	0.3842195578936308	-0.3326270224944206	-0.9475208556869947	-3.2775370978776808	-1.4991094537115783	1.5736505193837862	1.2999617569828097	1.561309587395749	2.370679145281404	0.4667837038067189	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	-0.0	0.0	-0.0	-0.9368247050626269	0.3842195578936308	-0.3326270224944206	-0.0	-0.0	-0.0	0.0	1.2999617569828097	0.0	2.370679145281404	0.4667837038067189
780000	0.24868180892934927	-3.501896447368249	1.960326429130837	0.048987585312373294	-1.0158900030007967	-1.2070552770254868	-0.3207130798833058	-1.4263782759929728	0.21585738073003727	0.8613933332246331	1.157081706193718	0.9736723505181283	1.822181643271277	2.012127261267982	0.49097490581036446	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.24868180892934927	-0.0	0.0	0.0	-1.0158900030007967	-0.0	-0.3207130798833058	-0.0	0.0	0.0	0.0	0.9736723505181283	0.0	2.012127261267982	0.49097490581036446
800000	0.4062812130860697	1.3582450292804662	0.6158556254601383	0.07031976934096701	-1.139084725445904	-2.3672288508268577	-0.3126655778184051	-1.5931377686207997	-0.7339821553304263	-0.07004434372888681	2.387892384224917	1.7459157150788236	-2.7270763813392613	2.4733350974236457	0.43441106141503455	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.4062812130860697	0.0	0.0	0.0	-1.139084725445904	-0.0	-0.3126655778184051	-0.0	-0.0	-0.0	0.0	1.7459157150788236	-0.0	2.4733350974236457	0.43441106141503455
