# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu May 29 09:34:30 CST 2025 [seed=1748482469345]
# H7glm.xml
state	country.coefficients1	country.coefficients2	country.coefficients3	country.coefficients4	country.coefficients5	country.coefficients6	country.coefficients7	country.coefficients8	country.coefficients9	country.coefficients10	country.coefficients11	country.coefficients12	country.coefficients13	country.coefIndicators1	country.coefIndicators2	country.coefIndicators3	country.coefIndicators4	country.coefIndicators5	country.coefIndicators6	country.coefIndicators7	country.coefIndicators8	country.coefIndicators9	country.coefIndicators10	country.coefIndicators11	country.coefIndicators12	country.coefIndicators13	country.coefficientsTimesIndicators1	country.coefficientsTimesIndicators2	country.coefficientsTimesIndicators3	country.coefficientsTimesIndicators4	country.coefficientsTimesIndicators5	country.coefficientsTimesIndicators6	country.coefficientsTimesIndicators7	country.coefficientsTimesIndicators8	country.coefficientsTimesIndicators9	country.coefficientsTimesIndicators10	country.coefficientsTimesIndicators11	country.coefficientsTimesIndicators12	country.coefficientsTimesIndicators13
560000	-2.363926822489534	-1.6372889728461035	1.066396406413227	0.30688948704762276	-0.6504097778379472	-1.2267541531452835	-0.9229850325242812	1.9490027657133164	1.8859241147648793	3.0287805983157434	0.6109501854504044	-0.9521912244448686	1.456968583639913	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	-0.0	0.0	0.30688948704762276	-0.6504097778379472	-0.0	-0.0	1.9490027657133164	0.0	0.0	0.6109501854504044	-0.9521912244448686	0.0
580000	0.49580820703440454	-1.9145083201975466	2.731517632132718	0.1982608606493232	-0.6384731987887531	0.6616769059916642	-3.4932588856661644	1.6263935971340997	-2.190036880344383	5.342287368560387	0.40518087330413094	-0.8909753195965915	-1.4900378918115191	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	-0.0	0.0	0.1982608606493232	-0.6384731987887531	0.0	-0.0	1.6263935971340997	-0.0	0.0	0.40518087330413094	-0.8909753195965915	-0.0
600000	0.42487903136362	3.305505759741915	-1.42159352894851	0.2918561565779962	-0.6398874006069984	-1.2738266068612625	-2.6799953603342996	1.6573972301685702	-1.5063672924676759	1.7081495294128013	0.39215109105457824	-0.8291423243844973	-0.8006125594207437	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	-0.0	0.2918561565779962	-0.6398874006069984	-0.0	-0.0	1.6573972301685702	-0.0	0.0	0.39215109105457824	-0.8291423243844973	-0.0
620000	-2.2594221714816207	1.8198030102791547	0.9450070297699996	0.21990567876077027	-0.609791883622125	-3.8589822651556345	0.664342517668051	1.5283629971885269	-0.419222000156193	-2.3989622687287264	0.347341049016606	-0.5616470249326468	-3.7235035937836423	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	0.0	0.21990567876077027	-0.609791883622125	-0.0	0.0	1.5283629971885269	-0.0	-0.0	0.347341049016606	-0.5616470249326468	-0.0
640000	-1.8295345574650916	4.864416154840196	-4.118276999837518	0.2977864122177639	-0.6016253047193807	1.5218787522323145	0.3112182011443823	1.6929741909838123	-0.5046101845109177	-0.19032888762189146	0.5086058064779756	-0.7887317022424287	0.029785971832314326	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	-0.0	0.2977864122177639	-0.6016253047193807	0.0	0.0	1.6929741909838123	-0.0	-0.0	0.5086058064779756	-0.7887317022424287	0.0
660000	-1.3139932844697475	6.0055341277968965	-0.28165023169672204	0.23319041648772426	-0.6208417031548218	3.8513854279206057	-0.4383608769069529	1.811004305927207	0.8569589006685239	0.5513537661361836	0.5689069891440446	-0.8867211706506677	-3.021366576379639	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	-0.0	0.23319041648772426	-0.6208417031548218	0.0	-0.0	1.811004305927207	0.0	0.0	0.5689069891440446	-0.8867211706506677	-0.0
680000	1.8074246394845852	4.85599382274933	2.0108803362966277	0.24578487462589352	-0.591598997135588	2.095924107640391	-3.1059033503134588	1.908509611917654	-0.5291205180609085	2.011311855203554	0.5341882837870398	-1.0531114082693904	-1.4077646667523882	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.24578487462589352	-0.591598997135588	0.0	-0.0	1.908509611917654	-0.0	0.0	0.5341882837870398	-1.0531114082693904	-0.0
700000	1.2237947377082032	4.696883457662288	-2.295917855372437	0.36572468406934505	-0.6788475039679612	-0.35596924299720495	-0.7474691550774986	1.7435051585639172	2.451647583662643	-0.34881824578914367	0.46066210272899805	-0.6872326405277621	-2.2492314483991187	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	-0.0	0.36572468406934505	-0.6788475039679612	-0.0	-0.0	1.7435051585639172	0.0	-0.0	0.46066210272899805	-0.6872326405277621	-0.0
720000	1.870713495383684	4.654924271380244	1.2833465866055067	0.30092024934537215	-0.6434803572132909	-0.7226101435249755	-1.0588002497706508	1.9616677711737276	-2.8875488270218495	1.607399703786258	0.5207869850812892	-1.0664895223336546	-1.6644655798445875	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.30092024934537215	-0.6434803572132909	-0.0	-0.0	1.9616677711737276	-0.0	0.0	0.5207869850812892	-1.0664895223336546	-0.0
740000	-4.176472331393195	2.0216000450917875	3.1889252758493596	0.34946148355211015	-0.6957038183312254	-0.7531333916860838	1.656286594514385	1.7241690324135226	-4.638234890544479	0.4673833725373179	0.4614342384149794	-0.9615015709816553	-3.1086167996848966	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	0.0	0.34946148355211015	-0.6957038183312254	-0.0	0.0	1.7241690324135226	-0.0	0.0	0.4614342384149794	-0.9615015709816553	-0.0
760000	-0.06358940748507555	-4.436305470396696	2.379029806931077	0.3236620871141624	-0.7157819741611761	0.4221309326944199	2.917027588830861	2.030239528356276	1.3949732787494813	-2.08051493162132	0.520864729545907	-1.324976405328215	-2.7853595437428877	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	-0.0	0.0	0.3236620871141624	-0.7157819741611761	0.0	0.0	2.030239528356276	0.0	-0.0	0.520864729545907	-1.324976405328215	-0.0
780000	2.061364356962618	-2.2114872723405146	2.922647125256433	0.34892524271032177	-0.7162436999626698	0.6481594577133938	0.5502193497106506	1.8826432314051167	-1.2877122476888023	-3.8990475413545056	0.5753093537831139	-0.8589266111157898	-4.679866119685594	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	-0.0	0.0	0.34892524271032177	-0.7162436999626698	0.0	0.0	1.8826432314051167	-0.0	-0.0	0.5753093537831139	-0.8589266111157898	-0.0
800000	-0.6955391014396278	0.3743035661352321	0.5649278001991043	0.23850537620722997	-0.6551807614020333	-0.2994705333333032	1.9272212901458377	1.942882127844052	2.799365892483126	-1.3228582895405765	0.5602914108968633	-0.8060991558820542	-4.556133907240429	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	0.0	0.23850537620722997	-0.6551807614020333	-0.0	0.0	1.942882127844052	0.0	-0.0	0.5602914108968633	-0.8060991558820542	-0.0
820000	-2.635189047357606	0.746915121913332	1.6416059690716558	0.4008814385374406	-0.6364913732748344	-3.430494486650173	0.7157478744158329	1.5467332659843545	1.243667317831505	0.6645413655435034	0.40637364005724336	-0.8537419996849972	-3.3952871099950737	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	0.0	0.4008814385374406	-0.6364913732748344	-0.0	0.0	1.5467332659843545	0.0	0.0	0.40637364005724336	-0.8537419996849972	-0.0
840000	-0.14824833423229747	-0.7184848863654059	-2.0525034799789648	0.27131101582645895	-0.6813094391938694	-3.204554845791646	1.474391916593285	1.8124197180084511	-0.16756506407643865	1.7835546285206776	0.5801470363479556	-1.185727262461452	-3.573859963596957	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	-0.0	-0.0	0.27131101582645895	-0.6813094391938694	-0.0	0.0	1.8124197180084511	-0.0	0.0	0.5801470363479556	-1.185727262461452	-0.0
860000	-2.178320101734032	2.2068784906157712	2.0330491181232686	0.2502186418018897	-0.7107298240902554	-0.5116418874929586	0.17678753511216383	1.7030223299363927	-1.1263752209796416	1.4874922771001537	0.46011691998398857	-0.8285588501769563	-2.510832671601418	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	0.0	0.2502186418018897	-0.7107298240902554	-0.0	0.0	1.7030223299363927	-0.0	0.0	0.46011691998398857	-0.8285588501769563	-0.0
880000	-0.33445157366545863	3.7076138435364228	3.0965195931882206	0.15778336958518718	-0.6502893943840939	-1.7775737246017715	2.240231596296014	1.8850110778544256	-0.7001792429456704	0.8818626049685555	0.6299742247156221	-1.0299856139694141	-1.9285478327842582	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	0.0	0.15778336958518718	-0.6502893943840939	-0.0	0.0	1.8850110778544256	-0.0	0.0	0.6299742247156221	-1.0299856139694141	-0.0
900000	-0.39247151285392184	4.109435518273592	-0.46038030426104637	0.3421856049749985	-0.6194744950171962	1.5486265716533965	1.4754775194992193	2.0985246265330804	0.20188612214349688	-0.5577656358799111	0.5988817325105722	-1.138789850611028	-0.15167618475572775	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	-0.0	0.0	-0.0	0.3421856049749985	-0.6194744950171962	0.0	0.0	2.0985246265330804	0.0	-0.0	0.5988817325105722	-1.138789850611028	-0.15167618475572775
920000	-3.424080968177839	0.06484243719052647	-2.2288653347299614	0.37067385717798834	-0.7465190862424315	0.9008295924120143	-1.8165325003497126	1.789576666984514	2.1806616355814405	-1.7504562605326108	0.44999002973463914	-1.0735844482728552	1.1507710701779081	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	-0.0	0.0	-0.0	0.37067385717798834	-0.7465190862424315	0.0	-0.0	1.789576666984514	0.0	-0.0	0.44999002973463914	-1.0735844482728552	0.0
940000	0.19111241269882107	-1.7951616144548779	-4.7402262324844875	0.2789599219833559	-0.6026130397524986	0.9121116483930791	-0.3426447211152863	2.1563545898173513	-1.3584629524833092	-1.3256569770399902	0.7947493785599006	-1.3031130986562776	-0.3659384496309608	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	-0.0	-0.0	0.2789599219833559	-0.6026130397524986	0.0	-0.0	2.1563545898173513	-0.0	-0.0	0.7947493785599006	-1.3031130986562776	-0.0
